step,time,vehicle,lat,lon,speed,heading,poi,lat2,lon2,depth,distance
19, 10000, '95', 48.763957900845305, 11.419105107909589, 0.0, 98.5165430014498,'',,,
20, 10500, '95', 48.763957083792526, 11.419111884363993, 3.6455706555582585, 98.5165430014498,'',,,
21, 11000, '95', 48.7639554629652, 11.419125327135625, 7.23189051431972, 98.51654300144465,'',,,
22, 11500, '95', 48.76395323118058, 11.419143976498825, 10.030826215743044, 98.49546376623331,'',,,
23, 12000, '95', 48.76395096923961, 11.419169980097431, 13.8809185992125, 97.40031602814764,'',,,
24, 12500, '95', 48.763948106921895, 11.419202885613702, 17.565216664615047, 96.01427536957594,'',,,
25, 13000, '95', 48.76394466053917, 11.419242505456927, 21.149378721171388, 95.67615799506208,'',,,
26, 13500, '95', 48.76394209403575, 11.419272010044516, 15.749779087494138, 95.67615799506831,'',,,
27, 14000, '95', 48.76393876489229, 11.419310281827636, 20.429779087494136, 95.67615799506312,'',,,
28, 14500, '95', 48.7639495739598, 11.419346381481708, 22.777439445553355, 76.04273677350417,'',,,
29, 15000, '95', 48.76396833663939, 11.419314036196921, 25.69126585393493, 333.9591612228034,'',,,
30, 15500, '95', 48.76397306807478, 11.419259578438876, 29.07099148458056, 275.6672856782387,'',,,
31, 16000, '95', 48.76397771803547, 11.419206058138556, 28.57054594665952, 275.6672856782387,'',,,
32, 16500, '95', 48.76398203419609, 11.4191563795589, 26.519729115605735, 275.6672856782387,'',,,
33, 17000, '95', 48.76398630040466, 11.419119386931971, 19.878276314896212, 276.99715664705434,'',,,
34, 17500, '95', 48.763989687710925, 11.419091332798969, 15.09396995232222, 278.19786286893225,'',,,
35, 18000, '95', 48.76399412526698, 11.419054580262918, 19.77396995232222, 278.5307656099491,'',,,
36, 18500, '95', 48.76399958516402, 11.419009768589552, 24.120249009139513, 278.5925490065582,'',,,
37, 19000, '95', 48.76400981391067, 11.418959827473772, 27.736751789020055, 283.88287658954835,'',,,
38, 19500, '95', 48.76402424762644, 11.41891599354651, 26.101916409432768, 293.10393503727306,'',,,
39, 20000, '95', 48.76404197043664, 11.418885409377689, 21.520122320738036, 304.57210166063044,'',,,
40, 20500, '95', 48.76405538747831, 11.418862255629682, 16.291800603311767, 309.4165251643437,'',,,
41, 21000, '95', 48.76407490502786, 11.418836090654738, 20.971800603311767, 313.61218311584184,'',,,
42, 21500, '95', 48.76409822779658, 11.41880521522783, 24.856522933895956, 318.1962037642046,'',,,
43, 22000, '95', 48.76411664506383, 11.41875830611518, 29.11588089563351, 301.9925877097397,'',,,
44, 22500, '95', 48.764118970536444, 11.418704873366929, 28.511387476759964, 275.96124871069793,'',,,
45, 23000, '95', 48.764120764882115, 11.41864877820962, 29.846218707237394, 270.1955132146171,'',,,
46, 23500, '95', 48.764126076267495, 11.418596060140095, 28.228040584215897, 276.8459644891819,'',,,
47, 24000, '95', 48.76413454304697, 11.41854484303525, 28.018125769567675, 281.02697843615454,'',,,
48, 24500, '95', 48.76414553175978, 11.418491085223108, 29.785454641875813, 285.3625852556651,'',,,
49, 25000, '95', 48.76415624058867, 11.41843869648946, 29.02687983321212, 285.36258525566006,'',,,
50, 25500, '95', 48.764167022174234, 11.418385951682941, 29.224155212419106, 285.3625852556651,'',,,
51, 26000, '95', 48.76417723608007, 11.418335983904617, 27.685483649239874, 285.3625852556651,'',,,
52, 26500, '95', 48.76418692513811, 11.41828858363502, 26.262901723039334, 285.36258525566006,'',,,
53, 27000, '95', 48.76419498504979, 11.418249153298412, 21.847020823954605, 285.3625852556651,'',,,
54, 27500, '95', 48.764201020344515, 11.418219627650373, 16.359161903061203, 285.36258525566006,'',,,
55, 28000, '95', 48.76420878219467, 11.418181655346569, 21.039161903061203, 285.3625852556651,'',,,
56, 28500, '95', 48.76421720173888, 11.418135298446316, 25.44821077028685, 284.0764489725226,'',,,
57, 29000, '95', 48.764228095607756, 11.418081341889808, 29.95933075711783, 284.7824788755243,'',,,
58, 29500, '95', 48.76424880928984, 11.418036087942003, 29.23293951454293, 300.71268340999904,'',,,
59, 30000, '95', 48.76426375077295, 11.41799057191557, 27.664855722586626, 297.27721393705286,'',,,
60, 30500, '95', 48.76427089047317, 11.417937007582033, 28.928127991600896, 279.58064063459693,'',,,
61, 31000, '95', 48.76427599751587, 11.417892777364433, 23.693646554341022, 278.59749841577894,'',,,
62, 31500, '95', 48.76427965473737, 11.417859390618233, 17.92241130381887, 277.6084455918363,'',,,
63, 32000, '95', 48.764282451511484, 11.417833858826809, 13.705774188140122, 277.58959216702897,'',,,
64, 32500, '95', 48.7642788217953, 11.417800738676897, 18.385774188140125, 268.13478597295676,'',,,
65, 33000, '95', 48.764271967465284, 11.417761717811924, 21.550405247552035, 253.42217288560477,'',,,
66, 33500, '95', 48.76427647885715, 11.417714830010695, 25.093668938624386, 271.1658437847492,'',,,
67, 34000, '95', 48.76428227373109, 11.417661194719763, 28.765195807330954, 277.46324848145684,'',,,
68, 34500, '95', 48.76428821131527, 11.417606238301872, 29.473723339738328, 277.4632484814517,'',,,
69, 35000, '95', 48.76429411763262, 11.417551571027085, 29.31864535419457, 277.46324848145684,'',,,
70, 35500, '95', 48.76430014820294, 11.417495753440404, 29.935562333685347, 277.4632484814517,'',,,
71, 36000, '95', 48.764305010686314, 11.417448457807252, 25.320951448187163, 277.1523028852062,'',,,
72, 36500, '95', 48.76430885312957, 11.417408876546443, 21.180875968614757, 276.60666562298206,'',,,
73, 37000, '95', 48.764311537760975, 11.417381221895424, 14.798660758038638, 276.5354897693099,'',,,
